0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828,142.98188537735828
144.22474095233682,144.63356021028355,140.81697642986228,147.08519898533714,147.56271355400602,140.65490236174006,146.37738346108026,142.08728340880157,143.53525963756178,145.80193172639486,140.33083072769327,144.02652121792596,144.71881324776496,142.5611739208148,142.43593309044607,145.90657315109348,144.66362422286736,138.3261446768382,141.64893606272497,141.0796039927627,144.10607636024417,138.5826960242734,139.4073656440687,140.54350718273827,146.27854449749083,141.3043068773684,148.52857351043951,141.56282923471886,143.36420393084478,148.58330508713232,143.24482095437725,147.73258914564425,144.76095484502505,142.79067113722274,140.90866027018166,141.18609530291548,143.32672955802005,143.1668879728368,143.10614501570828,144.09556786648594,137.4885848823649,141.1460997612304,141.9580164894633,140.13716938527614,142.8106234230158,146.01190940988457,146.55088650619484,144.5480779720167,140.10131852423825,142.75591425678854,141.43667171811273,140.8207852371485,147.4029566545585,139.9773826913978,142.88945558216798,138.28610916905907,140.7328731585753,141.42582263885396,141.0527909226837,143.62937908064598,148.51134704892837,141.2518420157328,140.13138248565403,147.70468487789395,139.17637915976854,142.9318368079765,141.36073694383597,139.67588287948928,145.9717787371539,142.1405995043975,141.65676403254,138.79763864033384,136.80646955790456,139.20198121204632,143.64329536555476,140.52327622536632,147.93299717638536,146.25180222127648,144.41781594995132,146.75780504936998,142.70969016150312,142.0444801852721,144.1295745271822,139.37249312453537,144.31365125517377,142.78618225942782,145.0609487715032,149.20290125804402,147.46375991861626,142.24588055269436,140.51660161223,142.3083955916171,144.17180304118193,137.88844550733265,142.34212146983722,144.52044660597795,139.7200267762419,145.89498260867148,142.5777912405412,145.09102299486887
144.58565465695943,147.51907080012998,140.49321897932433,143.60141294785396,149.58621405615287,138.34807253644448,143.11193333350028,141.56362196971344,145.7308046906269,141.27985322097226,139.11082153490335,147.57556431153375,142.96081399017902,148.69269266894688,140.78764419795496,147.18390330166295,144.54761941649153,144.5843209144545,143.70952871326867,144.0926966005457,142.91606776754048,133.09419038465978,139.39945934127874,142.00755161267426,146.13035366637206,142.55419568145763,148.23625385622358,139.90993853803778,143.36451269630777,143.8782080630435,140.18149300139615,148.53807073466893,142.5545303001215,143.23901028985875,141.68942720559485,143.23937454669363,140.45103437130237,140.65274640307908,142.1644027837745,144.9454944400358,136.00837663410928,140.45450649254954,140.53032454066448,143.51457712661158,142.73814581937384,149.02296995882696,147.564307777393,143.12929842786997,135.11890380036408,141.52879829720982,136.73051331898742,142.4670340360419,150.06313655066245,142.86688270723818,140.9611230308893,142.29649383880988,138.05576918786286,141.84508149210512,135.60083504512164,141.04875954210857,143.50171577048962,136.19273864156995,144.21469736964494,148.61153389365418,136.37003465634095,145.36998140624434,145.61665688471356,142.1750529875439,147.81404569332503,139.71236330460883,143.21333110279076,142.43885486518673,137.42897276896034,137.84545382189253,141.62221824843724,141.25507727049575,147.0302130597869,151.40411718894464,142.68594498053827,140.59046815880308,139.6416197177378,145.83421098051807,148.91243490491178,140.05909151293088,138.62972102186723,140.16153891205724,144.47466891292763,153.73865810660195,146.62731253243777,142.1688163669152,138.51854861990648,142.72855102238026,148.6169052975721,137.07161734621005,146.5989436594144,145.74751052273336,141.81961735680596,137.74743103093596,138.02288472146216,148.3211120456697
141.9614093241213,145.7784915410894,141.8983942307419,142.87758472505098,149.63353098389217,135.61618894948467,144.8952874972128,142.32353469883572,145.4600457774344,133.35839357400437,139.58870400573994,141.02207319879338,145.67415013112716,144.35625432447202,136.85943831247616,153.22390290651597,137.84362347330224,140.89855366976482,139.3881692214711,143.95894236227545,142.82941852255587,131.38772379774505,139.54939118252517,143.14685834311493,146.12533865579485,139.62101925502935,151.79871453034747,136.77598532609443,143.49788185683624,139.7382801796545,138.25588430376288,150.28678615011324,136.50189657949892,143.9153771168148,137.16451865737403,141.45430184590683,138.63999725525517,140.82297154392893,135.4752402734427,147.40706351085868,135.96530350035363,146.49909041813393,140.97893626586716,143.08615483351323,141.1166469864115,146.8980404021274,144.9429656884697,138.756958247519,134.39304488659425,138.33261997203795,140.7027095369562,143.7400453300975,155.81196585510858,140.65687852197496,139.75653294599343,141.40989167725618,142.8430496302478,143.52748771830565,139.58353284734918,145.06142058785534,145.71305318233266,137.62672965646968,146.73800586337208,149.98518604113042,130.85375829635697,144.08337537351835,149.60802918952567,139.8086453483637,146.01549250839182,141.78578270155563,146.40654782005544,141.78811191983425,134.97890703999877,136.40059158030056,144.1242469218644,143.76650755340322,146.49784093247948,149.3874996990596,142.48482873248201,144.31556557482645,137.11045535668453,139.08761609435152,147.98225969722105,134.44097972900536,135.5742992038116,144.40192283911816,140.90634777880564,156.26726043325388,144.68247623210573,141.34185037331508,136.65704860589042,141.70288676253676,142.5423877075506,133.17318582734904,142.22450447015748,148.47077534841537,143.10916636806544,135.95190888001264,132.2669911356371,153.4403329969613
143.78806768639916,149.48363933270628,141.944898781926,140.68109692591074,144.7537745001282,137.71569161759146,148.20818946623672,142.39827098628555,146.61154115860936,132.00617488239058,141.2330740888113,142.27465363011953,144.0635714974689,138.95402725327958,133.78313794076237,156.68852121166597,139.84682555982582,137.8628131850981,135.75829248342995,143.2744988648558,144.66050300736327,127.02196300415088,139.9014009088195,147.43987819084447,145.18025107676823,143.9946972276157,148.45543803486365,135.4423536080816,141.51480274201003,139.33909062423885,132.93758327418192,149.1504339596698,135.19131535289986,144.90582627029835,138.11895452179354,145.31382407699724,141.95861008924268,141.92663245226126,139.63329124643818,146.09788553946632,139.15814197515886,150.60357624489828,140.91062596354365,146.30952309618263,139.70705081090404,146.23146430376613,142.81703621498343,138.61439117994504,133.3760822165123,137.74683202954537,136.77516152788584,143.7151792427053,155.79912384789108,138.06931775557615,138.94893425215741,138.04153662120086,145.4348717324498,145.27060772965817,138.7341808912206,139.7895626008459,147.71378991679472,134.90619841292946,142.96362044721218,154.05127838280973,129.27416070450897,143.2337127501049,149.23499292567098,138.28031987074533,147.98010011668975,137.85871756550347,146.93524738600487,143.1463518715338,132.66212276248902,137.45761867371823,142.08163303739818,151.80432392351526,149.90084159148867,146.06772349491754,146.35986891057598,147.7730354656607,136.41520142000397,135.529925969831,151.88723895643332,131.9895131336095,134.98669551606514,148.0153641536218,145.5099477259598,157.92772747619324,144.84381244969427,142.12456035137865,135.92470465488591,139.25804123341172,141.88952125632127,129.85010742194402,142.39434079185142,148.00656341439682,142.7493597543041,131.15037697954014,130.61570110003206,149.91340200777947
141.97700199289196,149.89588459638685,143.30861708675755,135.37670581880994,143.87361570586353,137.02107486236795,142.870500532264,136.06795368894956,144.93604705659726,133.30894426854132,140.4594862835073,135.20863873735982,141.6644766723344,140.97606626831032,128.34060143856465,160.11694502942598,139.61312703949469,136.4946044677773,133.51383252212347,142.7904729755163,140.9783401951263,125.80006521975078,142.3237357400379,151.00019109065101,147.00179928020384,147.3794063817176,151.49477306286238,129.6777339602923,141.18361608616593,145.5761269324655,132.54568031663413,144.9788555394413,135.20115724372752,139.55593112405745,143.43732771142882,144.77742757348756,141.6442675154769,142.35236491133702,142.5240254228992,148.0137814483501,137.42686206680852,145.48755114807798,138.72773186288165,149.48243686355727,139.74236264503574,146.75729533631858,144.60184345378914,138.42838833941317,132.18909216193452,138.73366159770458,135.0181995401234,144.03332414250417,156.5106060333919,135.8709930294384,141.04477693834966,137.19866342183923,139.96526795893598,147.35863878097499,137.36239591031364,136.24054318035707,147.13500590858322,131.0643491334732,142.90195704774024,151.9531165346896,133.07222098539276,145.1143468777303,147.3761948516036,138.94395933003094,150.44547209361164,137.96782072953496,146.67882984978817,144.9084594328271,131.84405300825506,137.00692361348533,146.76080829896625,154.62377682763244,149.4513332021705,145.49557617217388,151.85899477866403,149.07679700128668,136.9926513031895,133.42336550079972,158.1145442894471,132.12194966885352,135.22311639721914,152.6908426236209,146.60590521440292,156.1524496157989,143.72059624067617,140.6111843650558,140.65073854853884,136.47260519813233,143.037122694931,131.20702706901807,144.5067701367356,146.76230286687394,144.03293311355714,127.90579323510187,126.39069116334504,150.96084333372377
142.15396748836665,156.04778581908815,140.53269386863008,134.9929454701129,141.30489554132026,136.13779829783863,143.613848468427,135.2845025190905,144.19741425128635,136.37803494089792,137.8699504505063,132.47063305911263,139.3673369480266,138.91460112857064,127.92929700802628,155.55846161537627,142.83359530960198,139.88193187703837,133.5654743604241,146.3456776923888,138.9006303444646,126.91682060729102,145.07446927260528,148.77126878424713,145.59825711232668,142.660087548182,154.51014990035912,127.63515582926513,144.22527695459559,144.81726174192727,138.35890282025505,142.8440191908813,134.29925942973824,138.55394929012775,140.4508533766848,146.55537193005213,142.53959568622471,143.48727878182459,143.62653691612684,145.81830884936426,138.67462140541335,146.44161643877572,132.67636840101338,150.59184076017547,138.0193616371224,142.6276069822854,147.46370931615968,135.20370581346435,132.62009251514758,140.02593568750723,137.32339426721617,138.5490917191365,155.4933890035598,135.56759159837304,140.4605484933347,135.07391410347614,137.68176506819182,146.10573580241675,137.05556848803812,129.97591323957855,149.28706734618663,127.509611757092,143.1430216224275,147.33162433663674,133.618324714056,147.07557012181587,146.3594352038753,135.86333429976116,149.78573003673523,138.1687303288876,148.94920647493106,142.93300841682637,130.3844235637578,134.80262657244114,143.7018654597236,150.87486648846948,153.7908582870554,144.77998257097923,152.46564500333753,145.6248034990986,139.44328468271485,130.4279220502833,157.5823853135342,135.14677762809262,137.4040885319407,154.6034371555051,145.6910912377355,156.8884286516787,145.4618283589269,142.81478951758322,136.67666662304737,138.6231892556129,145.10880355231012,131.55989417399118,151.1137405332207,151.80452161275818,144.27129800205608,134.03320090386345,121.61935752523671,147.9161759515613
149.42675985199875,153.73357899538038,140.84087034516307,134.50537853610072,147.3853410466413,130.64622058411422,142.00731979621233,132.84749996314943,143.43565944333417,134.9628702734257,140.149502697835,136.68524895586833,134.36820823090227,137.8712416738023,126.26052303774924,157.76000619659266,139.57973627435413,139.75617345933847,131.71105560719346,144.00288909218895,140.0074169595811,124.53275002770363,143.19412166725655,151.0467673629602,148.2864938402948,139.864075920275,157.0085218034303,126.69496784609235,144.3818818827452,144.11725058181682,140.43207869497326,142.64821223129385,131.0740685500876,134.35021668834312,138.1731199871937,148.57661047031527,142.04336171457632,144.56258650625134,149.0214174836425,141.60303412950043,139.31392922787703,146.26924210687253,129.91909818041563,151.94697713180253,133.9985404026333,147.06483975081164,148.91884918108585,131.18855284427096,136.2954067584548,146.04991709086255,138.93984724776965,137.3594977408597,154.42148073433998,136.98265414021435,142.62146326884832,136.10537712066466,138.18511321358392,144.54001726076652,138.64172825021095,134.57191101639586,151.91556402531901,128.89441503119767,141.9902037521752,147.74528861905688,130.30606752132078,149.2574117358131,154.16861750467103,135.21918527183408,145.5315090362107,133.10702633537335,146.25234864716995,142.20157008739133,130.14050424007021,137.64218777599842,139.72843937225426,148.40595967886713,155.27480561583624,147.5092824667931,144.41431654873284,140.93142121652033,139.5350720221919,134.2578649645823,155.71054837494302,138.89517595915618,137.3591310580442,154.32892502376467,145.99682174621475,153.87286948265177,148.12784870273185,139.36254380163334,140.0892854937395,139.03607501155693,145.86227071155974,132.95326783479663,149.45685243052463,151.8017549833539,146.8933662830196,135.48142998328106,124.24245415465651,144.81025024841438
148.96339658523743,158.96308526080097,136.76062059230946,138.4646411789014,146.69445720593325,132.15604761716688,141.6080353929746,133.15436755064582,141.1467601547395,133.70034190387975,142.0118484901248,134.94710003718313,135.47731067334564,135.57755961713923,123.70144019470439,157.4056561614528,130.85087502935104,136.1890733173096,133.29604210940428,147.65735132809428,145.8202779455027,120.89332203009185,141.27630285460012,148.03148504580702,144.80181682950254,133.4692523449292,156.77326347357746,128.09383965018742,141.9450337865179,139.8633689102941,146.53189677072015,142.65163205305345,126.26005368846316,137.6574203312458,136.06743519800628,146.55337180981365,138.56448779210925,139.37480020893884,145.96961915153497,137.81930645435713,139.27033763718515,148.52471115170317,128.35031149417,153.05172112901386,134.41482890845546,146.8541113175167,154.47983466014222,130.80394565210398,135.31260528641425,147.2346554717427,135.73973422075733,135.34360185452792,151.06447344423498,138.6609950151788,144.126951421876,134.19681151414383,138.9154568500199,139.84810268316355,139.44015815304928,135.30635195057937,147.60796542876747,129.09999999039545,144.02268400100485,143.43948306660968,132.81982607372078,148.2044792697637,159.85396992852287,138.8908189754717,144.75677668613127,131.78400536372024,143.32203185343502,145.86553515332622,129.7724939396568,137.86440310501092,142.2376682773501,155.12459759823278,147.97738152643754,147.49472933800314,145.10092801727876,139.23197933759766,143.1825841768687,137.506249742326,151.4891397028678,138.07685564271813,137.33480309035448,159.19310574255132,147.20925132186412,154.84679945781537,151.07864330905488,142.6751269775804,141.9980043942921,144.08336639833837,150.90060058549864,131.8513617156061,147.40850597723167,148.57642823598377,149.5346478764992,137.91442688635047,123.85310556535778,145.67810750633546
152.23791902840736,159.4024626760508,136.29528104410736,140.05194899312443,146.88080507267372,128.77490700365263,142.42443785386382,141.15926282844754,140.4826300293218,136.6519683291745,139.2732700666687,131.66620868468985,130.46122995865898,134.7162616448015,123.38661246035697,155.49955753944585,131.4252531873098,139.47489183458714,135.89390865997842,148.1026684798845,145.246254271681,120.91685234848198,138.20971770263316,149.92315166713948,141.49282650987246,131.2450454431368,147.62300978811948,127.83974170479594,139.18327223450294,142.35904833132312,148.95760757760866,148.0654139855022,124.82296910999356,137.32700470334666,136.25875308002986,140.50245043455274,141.0028876937369,140.98958528078398,151.392486036297,133.69741867214415,141.71189163091535,146.15926753873924,127.56730340368613,146.84866797768342,137.16163286018886,147.5129944571653,159.41326206949316,130.0422983404134,135.61226292209855,150.47376927043456,137.43745529736165,133.41662436460012,151.1381213411991,135.9118616363645,145.6068285047493,129.02073367607136,134.68448535806687,141.1479095641089,146.83112785092922,136.93555295879824,152.67114194378533,130.9757079192389,146.25892004403394,150.4590249657148,135.9618488730908,149.854798508073,160.0640168615798,139.9163428969574,144.30261804599942,132.30073142457226,142.39229153948483,142.48025176966362,124.856308792628,138.9021956699561,140.40128136174374,154.27885705167196,151.31564517662062,145.00776480099867,147.6571162721435,140.8120915123333,147.6673640278881,138.97498718095167,150.37887112740387,138.34197849965457,137.82405094145034,156.85798289082928,142.90132140671287,156.02685922642772,152.44441845309552,146.98226301067888,146.33403869108088,146.73081019748167,150.80825599607846,133.78856958872367,143.84527737133087,152.8329863234629,146.21387522685876,137.5293756629219,123.0524261165531,145.73006846361983
